Content;Label
juara bgt layanan konsultasi sama dokternya;Positif
skrg ketemu dokter tinggal via online aja gampang;Positif
ini baru aplikasi yang keren bgt;Positif
duh mantep nih pake yesdok udah berkali kali;Positif
andai semua aplikasi kesehatan sekeren yesdok;Positif
Keren banget tim yesdok bisa buat apps sekeren ini, sangat membantu. Thanks tim;Positif
aku butuh obat dan cepet bgt dapetnya;Positif
terbaik banget nih aplikasi kesehatan yesdok;Positif
gile bgt sih cepet bgt anter obatnya;Positif
Dokternya Baik dan ramah banget loh mantep;Positif
aplikasi kesehatan yang cepet tanggep;Positif
Dokternya Profesional & terpercaya banget dijamin;Positif
Dokternya cepat tanggap mantap👍👍;Positif
Top banget nih aplikasi, bisa konsultasi sama dokter 24 jam....;Positif
Suka banget pake aplikasi ini, mempermudah kita tuk konsultasi sma dokter;Positif
aku yakin bgt nih sama dokter dokter yang ramah di yesdok;Positif
aplikasi kesehatan terbaik yang ada;Positif
asik bgt dokternya seru dan baik;Positif
24jam bisa diakses,,, mantaap.. gak perlu k RS dl utk konsultasi, cukup buka aplikasi yesdok,,;Positif
Yesdok akan selalu ada di hati aku.ga kemana mana;Positif
dokternya ramah dan baik;Positif
semua layanan kesehatan mudah pake yesdok;Positif
Keren banget aplikasi ini. Sangat membantu saya, tidak perlu ke RS lagi untuk konsultasi;Positif
Seneng banget pakai yesdok dokternya aktif 24 jam;Positif
pengen rekomendasi semua orang untuk pake apps yesdok ini;Positif
Udah beberapa kali coba gapernah kecewah;Positif
duh mantep dan keren bgt nih yesdok;Positif
masalah kesehatan semua jadi beres sama aplikasi yesdok😍;Positif
Semoga yesdok bisa kasih pelayanan kayak gini yang bagus terus;Positif
yesdok selalu di hati aku ga kemana mana;Positif
Sangat memuaskan memakai aplikasi ini dokternya standby 24 jam;Positif
semua dokternya baik banget;Positif
semua dokternya ramah bgt;Positif
aduh keren bgt apps ini sampe gabisa berkata kata aku;Positif
Appikasi ini membantu sekali untuk konsultasi kesehatan. Respon yang cepat dan penjelasan yang baik juga professional. Sangat rekomended;Positif
pake yesdok skrg makin sering mantep;Positif
Duh keren bgt deh yesdok makin suka pake nya;Positif
semua ayo pake yesdok yuk;Positif
Semoga terus jadi pilihan semua orang indonesia ya;Positif
Ayo netizen download yesdok sekarang juga;Positif
ini baru aplikasi kesehatan mantap;Positif
duh mantep abis aplikasi yesdok ini;Positif
juara abis deh aplikasi yesdok ini mantul;Positif
Karena apps ini semua urusan kesehatan jadi gampang;Positif
Keren banget apps ya , bisa cepet respon seneng bgt disaat pandemi seperti ini membantu buat agar tdk keluar rumah.;Positif
keren bgt ya yesdok aplikasinya;Positif
Bagus banget aplikasi ini sangat membantu jadi gk ush jauh² ke rs atau ke klinik kalau mau konsultasi;Positif
skrg mau beli obat tinggal pake yesdok;Positif
mau beli obat jadi gampang bgt ya skrg;Positif
Cara penggunaanya sangat mudah loh;Positif
aplikasinya baguss bnget,mudah digunakan ,dan dokternya standby 24 jam;Positif
konsul ke dokter skrg jadi berasa mudah banget;Positif
bagus bgt layanan kesehatannya si aplikasi yesdok ini;Positif
gaada lag lag nya sama sekali pas konsul;Positif
apps nya juara banget deh;Positif
semangat terus ya tim yesdok;Positif
Dokternya baik bgt pas jawabin keluhan;Positif
juara bgt emang pelayanannya;Positif
apps ini emang juara bgt deh kalo soal kesehatan;Positif
pengen banget deh rekomendasi yesdok ini ke semua orang yang aku kenal;Positif
Mau beli obat skrng jadi cepet bgt;Positif
Online semua nih pelayananya mantep;Positif
yesdok emang juaranya kalo buat konsul;Positif
makasih bgt ya yesdok;Positif
Bagus banget, memudahkan kita karna bisa langsung konsultasi lewat online, ga perlu langsung ke rumah sakit lagi Keren lah pokoknya;Positif
yesdok emang mantep banget nih;Positif
Keren aplikasi nya;Positif
semoga terus maju ya untuk yesdok;Positif
hasil konsultasi gampang bgt didapetinnya disini;Positif
hasil konsultasi gampang bgt didapetinnya disini;Positif
Keren banget bisa konsultasi sama dokter dengan mudah;Positif
Mau pesen obat juga cepet banget loh inii;Positif
udah bantu aku banget untuk konsultasi kesehatan;Positif
pelayanan nya juara banget;Positif
Sangat memuaskan memakai aplikasi ini;Positif
cobain nih pake aplikasi yesdok;Positif
super makasih bgt ya buat yesdok;Positif
Nganter obatnya cepet banget;Positif
Sekarang jamannya konsultasi online;Positif
mantep banget emang pelayanan yesdok;Positif
mau anter obat juga cepat banget lo ini;Positif
pelayanan di yesdok ini selalu memuaskan;Positif
Sangat recomended, dokternya sangat jelas memberikan arahan untuk pengobatan;Positif
juara bgt layanan konsultasi sama dokternya;Positif
dokternya baik baik banget loh disini;Positif
Bermanfaat;Positif
akses kesehatan jadi lebih mudah sejak pake yesdok;Positif
Mantao sekaliiii😍;Positif
Dokternya baik banget ya..;Positif
wajib banget menggunakan aplikasi ini sangat membantu;Positif
solusi buat kita yang mau konsultasi sama dokter langsung;Positif
kacau! keren sekeren kerennya;Positif
Mau pesen obat juga cepet banget loh ini mantul yesdok.;Positif
semoga maju terus ya yesdok;Positif
Aplikasinya ini juara banget deh pokoknya mantul banget;Positif
aplikasi ini bener bener juara banget;Positif
ketemu dokter ga perlu ketemu langsung;Positif
Terpercaya abis nih dokter dokter disini;Positif
Saya senang banget karna apk ini sangat berguna dan bermanfaat bafi saya Terimakasih;Positif
Aplikasi kesehatan terbaik menurut saya;Positif
Aplikasi kesehatan terkeren sepanjang masa;Positif
Keren sih astaga yesdok ini. selalu juara ya;Positif
Recommended banget buat semua yang mau konsultasi 😊;Positif
wah mantep nih aplikasi yesdok;Positif
sekarang mau konsultasi dokter jadi cepet;Positif
semoga sukses terus ya yesdok;Positif
Aplikasi yang sangat memuaskan pemakai nya karena kita tidak perlu ke RS lagi untuk konsultasi tidak perlu membayar juga alias gratis.;Positif
Mantap! bisa video call sama dokternya;Positif
Tidak perlu jauh-jauh ke RS;Positif
Solusi kalau sakit tengah malam. bisa konsultasi video 24 jam;Positif
Konsultasi video dengan harga terjangkau;Positif
Aplikasinya memuaskan dan dokternya menjawabnya cepat dan standby 24 jam;Positif
Layanan kesehatan lengkap;Positif
Gampang sekali untuk digunakan;Positif
Solusi dikala pandemi;Positif
super makasih bgt ya buat yesdok udah bantu aku;Positif
Dokternya profesional;Positif
Baca artikel bisa dapat konsultasi gratis;Positif
Dokter spesialisnya lengkap;Positif
Aplikasinya keren;Positif
Layanan konsultasinya canggih;Positif
Sangat membantu di kala pandemi;Positif
Konsultasi videonya sangat lancar;Positif
Yes dok . aplikasi nya cepat dan membantu.apalagi dokternya ramah ramah .kapan pun di butuhkan yesdok cepat dalam 24jam live terimakasih yesdok .... 😍😍😍😍😍;Positif
Friendly to use;Positif
Lengkap sudah ada dokter spesialis;Positif
udah banyak temen aku yang pake yesdok ini. selalu bagus hasilnya;Positif
Pandemi ini ternyata bisa juga loh konsul sama dokter;Positif
Aplikasi yang sangat membantu dalam konsultasi dari rumah, pelayanan cepat, tenaga kesehatan juga berkualitas;Positif
Aplikasi recomended👍;Positif
Hanya dengan membaca artikel bisa dapatkan konsultasi gratis;Positif
Layanan kesehatan yang menyeluruh (informasi kesehatan. Konsultasi hingga pembelian obat);Positif
apps nya juara banget deh makasih ya yesdok;Positif
Selain konsultasi. bisa dapat info artikel menarik juga;Positif
Konsultasi ke dokter tanpa perlu antri;Positif
mantep bgt nih apps kesehatannya. keren yesdok!;Positif
Seperti punya dokter pribadi 24 jam;Positif
Ketemu dokter tanpa ke RS;Positif
Sangat bagus;Positif
Pelayanan di yesdok ini selalu memuaskan;Positif
Rangkuman konsultasi super lengkap;Positif
Ngobrol langsung dengan Dokter;Positif
Bagus dan sangat membantu, serta saya juga ngerasa aman bnget jadi sewaktu-waktu kalau butuh konsultasi dan ada yg butuh bantuan saya bisa menggunakan Yesdok dengan mudah, semoga makin sukses Yesdok;Positif
Menjawab semua keluhan;Positif
Dokter ramah;Positif
Sangat Membantu;Positif
Terima kasih, Aplikasinya sangat membantu sekali dalam mengatasi masalah kesehatan, bisa konsultasi dengan dokter secara gampang dijaman seperti ini;Positif
yesdok mantap abis dan juara banget pelayanannya;Positif
sekarang jamannya konsultasi online. social distancinggg;Positif
aplikasi yang super recommended banget deh buat semuanya;Positif
kalau mau rekomendasi dokter. pake aplikasi ini aja jgn yang lain ya;Positif
dari rumah aja bisa nih konsultasi langsung sama dokter terpercaya;Positif
Terpercaya abis nih dokter dokter disini terjamin banget;Positif
Mantap aplikasinya sangat membantu sekali saya jadi tidak perlu repot-repot kerumah sakit. Nya cepat dan stay 24 jam pula rekomendasi dah...;Positif
pas beli obat disini kirain lama ternyata cepet bgt loh keren banget ya bisa gitu;Positif
astaga cepet bgt obatnya sampe di rumah aku;Positif
mau book dokter juga cepet bgt loh beli obat juga👍;Positif
Wah ini baru aplikasi kesehatan yang mantap dan bagus banget;Positif
ga percaya awalnya tp ternyata emang bagus banget beneran. ga nyesel sama sekali;Positif
beneran deh ini apps nya super bagus banget ga nyesel sama sekali;Positif
Dokternya disini sih bagus banget loh dan terjamin banget..;Positif
makasih ya yesdok untuk konsultasi nya;Positif
yesdok akan selalu jadi pilihan utama aku dan keluarga 👍👍;Positif
masalah kesehatan jadi mudah bet sama aplikasi yesdok ini;Positif
makasih yesdok yang telah bantu saya dan keluarga;Positif
Yeay mantep bisa konsultasi sama dokter terpercaya dan terjamin;Positif
semoga sukses terus ya yesdok. mantull bgt nih apps nya;Positif
Aplikasinya super bantu banget nihhh buat semuanya;Positif
Aplikasi konsultasi Dokternya terbaik dan juara;Positif
Dari rumah aja bisa nih konsultasi langsung sama dokter;Positif
pilihan utamaku ya yesdok;Positif
yesdok akan selalu jadi tujuan utama untuk konsultasi online sama dokter;Positif
keren abis dah ini mantep bgt aplikasinya bantu bgt;Positif
Dokternya baik parah sih ini;Positif
Betapa bagusnya apps ini. Mantep yesdok👍👍;Positif
terima kasih banyak ya yesdok yang udah bikin aku gampang konsul online selama ini;Positif
biarkan bintang 5 ini yang jadi bukti betapa bagusnya yesdok;Positif
pilihan utamaku ya yesdok bukan yang lain;Positif
sehat itu mahal ayo pake yesdok untuk cek kesehatan kita;Positif
konsul sama dokter ya di yesdok aja jangan dimana mana;Positif
bintang 5 fix untuk apk ini mantul;Positif
mudah bgt pake apk nya yesdok ini;Positif
Wah aplikasinya sahat membatu buat saya yang malu untuk tanya langsung ke dokter;Positif
ga pernah mengecewakan apps ini. keren banget..;Positif
ga perlu ribet lagi deh kalau mau beli obat skrg dan butuh cepet;Positif
The best lah aplikasi nin;Positif
gaakan nyesel deh pernah coba apps yesdok ini;Positif
layanan kesehatan online yang keren bgt gaada duanya;Positif
Astaga ga nyangka gampang bgt pake nya aplikasi yesdok ini;Positif
Aplikasi yesdok sangat membantu dan pastinya praktis tidak susah - susah ke dokter untuk konsultasi .Mantap !!!;Positif
jawaban segala pertanyaan kesehatan ada disini. makasih yesdok;Positif
urusan kesehatan. serahin aja ke yesdok selalu mantep;Positif
bintang 5 fix untuk apk ini;Positif
tim yesdok super mantep bgt bikin apps nya ga kaleng kaleng;Positif
Aplikasi bagus dan bermanfaat bangettt, kerena dehhh👍🏻👍🏻👍🏻;Positif
konsul jadi super mudah banget loh guys pake apps ini;Positif
mau ketemu dokter skrg tinggal pake yesdok aja deh ga ribet sama sekali;Positif
Sangat memuaskan memakai aplikasi ini dokternya stanby 24 jam;Positif
fix bgt sih aku bakalan sering pake apps ini makasih yesdok;Positif
semoga terus bisa membantu orang lebih banyak ya yesdok dan tim;Positif
apps ini keren bgt ya. keren yesdok;Positif
apps ini bisa bantu org banyak soal masalah kesehatan;Positif
apps skrg canggih canggih termasuk apps yesdok ini;Positif
terkesima bgt sama pelayanannya yang selalu bagus;Positif
cukup konsul online aja aku udah tau deh harus gimana. makasih yesdok;Positif
dokter disini bagus semua ga kaleng kaleng mantul yesdok;Positif
semoga terus maju ya yesdok. terus bantu kita kita;Positif
semoga semua bisa download aplikasi ini Amin ya makasih yesdok;Positif
terus berjaya ya yesdok semoga terus bantu aku;Positif
UI nya bagus bgt yesdok. keren keren;Positif
apps ini memang juara bgt sih kalo soal konsul online sama dokter;Positif
nyoba ini itu ternyata emang yesdok yang terbaik di Indonesia;Positif
jujur keren bgt apps ini. keren yesdok;Positif
skrg berasa deket bgt sama dokter dokter karena tinggal video call;Positif
mau konsul tinggal beberapa klik aja gampang dan ga ribet sama sekali;Positif
mudah bgt skrg kalau mau konsul sama dokter lewat video call dan ga ketemu langsung;Positif
harganya terjangkau loh layanan disini;Positif
mudah bgt pake apps ini makasih yesdok;Positif
Dari rumah aja bisa nih konsultasi langsung;Positif
sejak ada yesdok mau beli obat jadi mudah dan ga ribet;Positif
karena udah ada yesdok mau konsul sama dokter jadi gampang dan ga ribet;Positif
skrg mau beli obat ga perlu keluar deh tinggal di rumah aja;Positif
Beli obat jadi gampang dan ga ribet deh makasih yesdok;Positif
sangat membantu bgt ya apps ini buat kesehatan;Positif
terus terusan pake yesdok deh pasti makasih yesdok;Positif
Sangat membantu untuk melakukan konsultasi sama dokter di saat pandemi gini;Positif
tim yesdok emang keren bgt deh udah buat aplikasi buat kesehatan ini;Positif
Fix banget akan pake yesdok terus menerus;Positif
aplikasi yang bagus dan sangat bermanfaat;Positif
ada dokter specialis nya itu sangat membantu loh. keren yesdok;Positif
bantu bgt nih aplikasi kerenn dan wajib dimiliki semua orang;Positif
Aplikasi nya bagus dan sangat membantu , kerenn!;Positif
Mantep nih dokter-dokter disini dan baik-baik bgt;Positif
Pelayanan nya mantep.keren yesdok dan tim;Positif
disini dokternya baik baik loh makasih yesdok;Positif
rinci bgt loh hasil konsulnya mantep dan mantul;Positif
masalah kesehatan semua jadi beres karena pake yesdok mantul;Positif
Baik bgt ini dokter dokternya disini;Positif
mau konsul sama dokter pake apps ini aja ga ribet;Positif
aku kasih nilai 100 buat apps ini dan bintang 5 juga;Positif
juara bgt deh apps ini aku kasih 100 dan bintang 5;Positif
duh baru coba yesdok dan recommended bgt buat semuanya;Positif
konsul dokternya oke bgt loh hasilnya mantul;Positif
oke bgt pelayanan yesdok ini dari konsultasi dan beli obatnya;Positif
selalu kasih pelayanan yang oke bgt loh ini aplikasi yesdok;Positif
aplikasi kesehatan no 1 deh di Indonesia;Positif
selalu memberikan pelayanan terbaik nih si yesdok. makasih ya;Positif
aplikasi yang sangat bagus, respon dr sangat cepat;Positif
udah berkali kali pake apps ini dan keren bgt asli jujur;Positif
skrg ketemu dokter tinggal via online aja gampang dan ga ribet;Positif
ini baru aplikasi yang keren bgt dan super recommended;Positif
duh mantep nih pake yesdok udah berkali kali dan ga kecewa sama sekali;Positif
Andai semua aplikasi kesehatan sekeren yesdok ya mantep;Positif
gileee ga nyangka bisa konsul online sama dokter gini gampang bgt;Positif
Aplikasinya bagus. Dokternya ramah dan stanby 24jam;Positif
Indonesia sangat senang memiliki yesdok. makasih ya yesdok;Positif
Aplikasinya sangat membantu saya suka, pokoknya yang terbaik deh buat yesdok dan tim terus berjaya 👌;Positif
semoga yesdok terus menjadi pilihan terbaik ya buat kita kita;Positif
online loh 24 jam mantep bgt;Positif
konsultasi online kirain susah ternyata mudah sejak pake yesdok;Positif
emang selalu juara deh layanan yesdok mantul abis;Positif
semua layanan kesehatan mudah pake aplikasi yesdok ini;Positif
yesdok emang juara banget deh bantu banget;Positif
dokternya keren banget, dan kasih konsul dengan baik, makasih yesdok;Positif
dokternya ramah dan baik bgt..;Positif
