Content,Label,Cleantext,Case_Folding,Tokenization,Stopword_Removal,Stemming
Keren Yesdok bisa konsultasi banyak ilmu bermanfaat yang diberikan juga ..sering2 live ya apalagi menjelang ngabuburit sangat menambah wawasan seputar kesehatan,Positif,Keren Yesdok bisa konsultasi banyak ilmu bermanfaat yang diberikan juga sering live ya apalagi menjelang ngabuburit sangat menambah wawasan seputar kesehatan,keren yesdok bisa konsultasi banyak ilmu bermanfaat yang diberikan juga sering live ya apalagi menjelang ngabuburit sangat menambah wawasan seputar kesehatan,"['keren', 'yesdok', 'bisa', 'konsultasi', 'banyak', 'ilmu', 'bermanfaat', 'yang', 'diberikan', 'juga', 'sering', 'live', 'ya', 'apalagi', 'menjelang', 'ngabuburit', 'sangat', 'menambah', 'wawasan', 'seputar', 'kesehatan']",keren yesdok konsultasi ilmu bermanfaat live ya menjelang ngabuburit menambah wawasan seputar kesehatan,keren yesdok konsultasi ilmu manfaat live ya jelang ngabuburit tambah wawas putar sehat
"Dari sejak hamil sampai sekarang tetap seneng konsultasi di yesdok. Respon yg cepat dan analisa yg tepat. Saya percayakan semuanya di yesdok Karna pelayanannya cepat, tepat, dan akurat.",Positif,Dari sejak hamil sampai sekarang tetap seneng konsultasi di yesdok Respon yg cepat dan analisa yg tepat Saya percayakan semuanya di yesdok Karna pelayanannya cepat tepat dan akurat,dari sejak hamil sampai sekarang tetap seneng konsultasi di yesdok respon yg cepat dan analisa yg tepat saya percayakan semuanya di yesdok karna pelayanannya cepat tepat dan akurat,"['dari', 'sejak', 'hamil', 'sampai', 'sekarang', 'tetap', 'seneng', 'konsultasi', 'di', 'yesdok', 'respon', 'yg', 'cepat', 'dan', 'analisa', 'yg', 'tepat', 'saya', 'percayakan', 'semuanya', 'di', 'yesdok', 'karna', 'pelayanannya', 'cepat', 'tepat', 'dan', 'akurat']",hamil seneng konsultasi yesdok respon yg cepat analisa yg percayakan yesdok karna pelayanannya cepat akurat,hamil neng konsultasi yesdok respon yg cepat analisa yg percaya yesdok karna layan cepat akurat
dokternya Alhamdulillah baik bgt,Positif,dokternya Alhamdulillah baik bgt,dokternya alhamdulillah baik bgt,"['dokternya', 'alhamdulillah', 'baik', 'bgt']",dokternya alhamdulillah bgt,dokter alhamdulillah bgt
"Utk ig.live x ini sy cukup puas dgn info2 khususnya utk kesehatan mulut & gigi. Durasi ig.livenya klu boleh diperpjng lg smp sktr 1 jam dong, mengingat klu dr 1 pertnyan peserta di bahasnya memkn wkt juga jd berharapnya utk pertnyan2 lainnya juga bisa ikut di bahas. Dgn bnyknya yg di bahas bisa menambah ""ilmu"" bg smua peserta ig.livenya, juga mgkn utk hostnya sndr. YESDOK sering2 ya ngadain acara ig.live spt ini. Trmksh ya YESDOK, salam sehat & sukses selalu utk YESDOK....",Positif,Utk ig live x ini sy cukup puas dgn info khususnya utk kesehatan mulut gigi Durasi ig livenya klu boleh diperpjng lg smp sktr jam dong mengingat klu dr pertnyan peserta di bahasnya memkn wkt juga jd berharapnya utk pertnyan lainnya juga bisa ikut di bahas Dgn bnyknya yg di bahas bisa menambah ilmu bg smua peserta ig livenya juga mgkn utk hostnya sndr YESDOK sering ya ngadain acara ig live spt ini Trmksh ya YESDOK salam sehat sukses selalu utk YESDOK,utk ig live x ini sy cukup puas dgn info khususnya utk kesehatan mulut gigi durasi ig livenya klu boleh diperpjng lg smp sktr jam dong mengingat klu dr pertnyan peserta di bahasnya memkn wkt juga jd berharapnya utk pertnyan lainnya juga bisa ikut di bahas dgn bnyknya yg di bahas bisa menambah ilmu bg smua peserta ig livenya juga mgkn utk hostnya sndr yesdok sering ya ngadain acara ig live spt ini trmksh ya yesdok salam sehat sukses selalu utk yesdok,"['utk', 'ig', 'live', 'x', 'ini', 'sy', 'cukup', 'puas', 'dgn', 'info', 'khususnya', 'utk', 'kesehatan', 'mulut', 'gigi', 'durasi', 'ig', 'livenya', 'klu', 'boleh', 'diperpjng', 'lg', 'smp', 'sktr', 'jam', 'dong', 'mengingat', 'klu', 'dr', 'pertnyan', 'peserta', 'di', 'bahasnya', 'memkn', 'wkt', 'juga', 'jd', 'berharapnya', 'utk', 'pertnyan', 'lainnya', 'juga', 'bisa', 'ikut', 'di', 'bahas', 'dgn', 'bnyknya', 'yg', 'di', 'bahas', 'bisa', 'menambah', 'ilmu', 'bg', 'smua', 'peserta', 'ig', 'livenya', 'juga', 'mgkn', 'utk', 'hostnya', 'sndr', 'yesdok', 'sering', 'ya', 'ngadain', 'acara', 'ig', 'live', 'spt', 'ini', 'trmksh', 'ya', 'yesdok', 'salam', 'sehat', 'sukses', 'selalu', 'utk', 'yesdok']",utk ig live x sy puas dgn info utk kesehatan mulut gigi durasi ig livenya klu diperpjng lg smp sktr jam klu dr pertnyan peserta bahasnya memkn wkt jd berharapnya utk pertnyan bahas dgn bnyknya yg bahas menambah ilmu bg smua peserta ig livenya mgkn utk hostnya sndr yesdok ya ngadain acara ig live spt trmksh ya yesdok salam sehat sukses utk yesdok,utk ig live x sy puas dgn info utk sehat mulut gigi durasi ig livenya klu diperpjng lg smp sktr jam klu dr pertnyan serta bahas memkn wkt jd harap utk pertnyan bahas dgn bnyknya yg bahas tambah ilmu bg smua serta ig livenya mgkn utk hostnya sndr yesdok ya ngadain acara ig live spt trmksh ya yesdok salam sehat sukses utk yesdok
"Siang ini ikut live instagram di yesdok dapat ilmu yang banyak banget tentang bau mulut saat berpuasa, setiap pertanyaan dijawab dengan detail dan jelas",Positif,Siang ini ikut live instagram di yesdok dapat ilmu yang banyak banget tentang bau mulut saat berpuasa setiap pertanyaan dijawab dengan detail dan jelas,siang ini ikut live instagram di yesdok dapat ilmu yang banyak banget tentang bau mulut saat berpuasa setiap pertanyaan dijawab dengan detail dan jelas,"['siang', 'ini', 'ikut', 'live', 'instagram', 'di', 'yesdok', 'dapat', 'ilmu', 'yang', 'banyak', 'banget', 'tentang', 'bau', 'mulut', 'saat', 'berpuasa', 'setiap', 'pertanyaan', 'dijawab', 'dengan', 'detail', 'dan', 'jelas']",siang live instagram yesdok ilmu banget bau mulut berpuasa detail,siang live instagram yesdok ilmu banget bau mulut puasa detail
Bisa konsultasi gratis cuma dengan baca artikel. Dokternya ramah dan fast respon.,Positif,Bisa konsultasi gratis cuma dengan baca artikel Dokternya ramah dan fast respon,bisa konsultasi gratis cuma dengan baca artikel dokternya ramah dan fast respon,"['bisa', 'konsultasi', 'gratis', 'cuma', 'dengan', 'baca', 'artikel', 'dokternya', 'ramah', 'dan', 'fast', 'respon']",konsultasi gratis baca artikel dokternya ramah fast respon,konsultasi gratis baca artikel dokter ramah fast respon
"Sangat ramah dan sangat baik pelayanan nya, sangat memuaskan.",Positif,Sangat ramah dan sangat baik pelayanan nya sangat memuaskan,sangat ramah dan sangat baik pelayanan nya sangat memuaskan,"['sangat', 'ramah', 'dan', 'sangat', 'baik', 'pelayanan', 'nya', 'sangat', 'memuaskan']",ramah pelayanan nya memuaskan,ramah layan nya muas
"Keren apps nya, bisa konsul secara online tp seperti tatap muka langsung dengan dokternya krn via VC, dpt info pas webinar, penjelasan dokternya pada saat webinar jg mudah di pahami. Overall mantap lah",Positif,Keren apps nya bisa konsul secara online tp seperti tatap muka langsung dengan dokternya krn via VC dpt info pas webinar penjelasan dokternya pada saat webinar jg mudah di pahami Overall mantap lah,keren apps nya bisa konsul secara online tp seperti tatap muka langsung dengan dokternya krn via vc dpt info pas webinar penjelasan dokternya pada saat webinar jg mudah di pahami overall mantap lah,"['keren', 'apps', 'nya', 'bisa', 'konsul', 'secara', 'online', 'tp', 'seperti', 'tatap', 'muka', 'langsung', 'dengan', 'dokternya', 'krn', 'via', 'vc', 'dpt', 'info', 'pas', 'webinar', 'penjelasan', 'dokternya', 'pada', 'saat', 'webinar', 'jg', 'mudah', 'di', 'pahami', 'overall', 'mantap', 'lah']",keren apps nya konsul online tp tatap muka langsung dokternya krn via vc dpt info pas webinar penjelasan dokternya webinar jg mudah pahami overall mantap,keren apps nya konsul online tp tatap muka langsung dokter krn via vc dpt info pas webinar jelas dokter webinar jg mudah paham overall mantap
"Webinar bersama yes dok membuka wawasan dan pengetahuan baru perihal dunia kesehatan, terutama di masa saat ini. terima kasih yes dok",Positif,Webinar bersama yes dok membuka wawasan dan pengetahuan baru perihal dunia kesehatan terutama di masa saat ini terima kasih yes dok,webinar bersama yes dok membuka wawasan dan pengetahuan baru perihal dunia kesehatan terutama di masa saat ini terima kasih yes dok,"['webinar', 'bersama', 'yes', 'dok', 'membuka', 'wawasan', 'dan', 'pengetahuan', 'baru', 'perihal', 'dunia', 'kesehatan', 'terutama', 'di', 'masa', 'saat', 'ini', 'terima', 'kasih', 'yes', 'dok']",webinar yes dok membuka wawasan pengetahuan perihal dunia kesehatan terima kasih yes dok,webinar yes dok buka wawas tahu perihal dunia sehat terima kasih yes dok
Fast respon recommended thanks YesDok,Positif,Fast respon recommended thanks YesDok,fast respon recommended thanks yesdok,"['fast', 'respon', 'recommended', 'thanks', 'yesdok']",fast respon recommended thanks yesdok,fast respon recommended thanks yesdok
"Kenal aplikasi dari webinar kantor, dengan mengangkat tema imun tubuh. Pola makan 4 sehat 5 sempurna. Mau nyoba ini aplikasi dulu. Semoga bagus sih.",Positif,Kenal aplikasi dari webinar kantor dengan mengangkat tema imun tubuh Pola makan sehat sempurna Mau nyoba ini aplikasi dulu Semoga bagus sih,kenal aplikasi dari webinar kantor dengan mengangkat tema imun tubuh pola makan sehat sempurna mau nyoba ini aplikasi dulu semoga bagus sih,"['kenal', 'aplikasi', 'dari', 'webinar', 'kantor', 'dengan', 'mengangkat', 'tema', 'imun', 'tubuh', 'pola', 'makan', 'sehat', 'sempurna', 'mau', 'nyoba', 'ini', 'aplikasi', 'dulu', 'semoga', 'bagus', 'sih']",kenal aplikasi webinar kantor mengangkat tema imun tubuh pola makan sehat sempurna nyoba aplikasi semoga bagus sih,kenal aplikasi webinar kantor angkat tema imun tubuh pola makan sehat sempurna nyoba aplikasi moga bagus sih
Sangat ramah dan sangat baik atas pelayanannya rekomen banget deh dengan aplikasi yang satu ini trimakasih yesdokâ¤,Positif,Sangat ramah dan sangat baik atas pelayanannya rekomen banget deh dengan aplikasi yang satu ini trimakasih yesdok,sangat ramah dan sangat baik atas pelayanannya rekomen banget deh dengan aplikasi yang satu ini trimakasih yesdok,"['sangat', 'ramah', 'dan', 'sangat', 'baik', 'atas', 'pelayanannya', 'rekomen', 'banget', 'deh', 'dengan', 'aplikasi', 'yang', 'satu', 'ini', 'trimakasih', 'yesdok']",ramah pelayanannya rekomen banget deh aplikasi trimakasih yesdok,ramah layan rekomen banget deh aplikasi trimakasih yesdok
Kenapa harus pake pin segala kan susah,Negatif,Kenapa harus pake pin segala kan susah,kenapa harus pake pin segala kan susah,"['kenapa', 'harus', 'pake', 'pin', 'segala', 'kan', 'susah']",pake pin susah,pake pin susah
Leor,Negatif,Leor,leor,['leor'],leor,leor
Sangat memuaskan,Positif,Sangat memuaskan,sangat memuaskan,"['sangat', 'memuaskan']",memuaskan,muas
Pengisian tanggal lahir kenapa cuma sampai tahun 2015? Saya daftarkan asuranis anak jadi ga bisa,Negatif,Pengisian tanggal lahir kenapa cuma sampai tahun Saya daftarkan asuranis anak jadi ga bisa,pengisian tanggal lahir kenapa cuma sampai tahun saya daftarkan asuranis anak jadi ga bisa,"['pengisian', 'tanggal', 'lahir', 'kenapa', 'cuma', 'sampai', 'tahun', 'saya', 'daftarkan', 'asuranis', 'anak', 'jadi', 'ga', 'bisa']",pengisian tanggal lahir daftarkan asuranis anak ga,isi tanggal lahir daftar asuranis anak ga
"Keren banget aplikasinya. Aku kenal aplikasi ini dari webinar yang angkat isu tentang mental health ketika WFH, suka banget sama temanya karena relate dengan aku dari webinar ini aku tahu bahwa sebenarnya banyak hal yang luput aku perhatikan selama ini mengenai mental health aku ketika bekerja di rumah, sekarang aku dapat banyak insight baru yang bisa aku praktekan satu persatu demi menjaga kesehatan mentalku dan menjadi pekerja yang lebih baik lagi kedepannya.",Positif,Keren banget aplikasinya Aku kenal aplikasi ini dari webinar yang angkat isu tentang mental health ketika WFH suka banget sama temanya karena relate dengan aku dari webinar ini aku tahu bahwa sebenarnya banyak hal yang luput aku perhatikan selama ini mengenai mental health aku ketika bekerja di rumah sekarang aku dapat banyak insight baru yang bisa aku praktekan satu persatu demi menjaga kesehatan mentalku dan menjadi pekerja yang lebih baik lagi kedepannya,keren banget aplikasinya aku kenal aplikasi ini dari webinar yang angkat isu tentang mental health ketika wfh suka banget sama temanya karena relate dengan aku dari webinar ini aku tahu bahwa sebenarnya banyak hal yang luput aku perhatikan selama ini mengenai mental health aku ketika bekerja di rumah sekarang aku dapat banyak insight baru yang bisa aku praktekan satu persatu demi menjaga kesehatan mentalku dan menjadi pekerja yang lebih baik lagi kedepannya,"['keren', 'banget', 'aplikasinya', 'aku', 'kenal', 'aplikasi', 'ini', 'dari', 'webinar', 'yang', 'angkat', 'isu', 'tentang', 'mental', 'health', 'ketika', 'wfh', 'suka', 'banget', 'sama', 'temanya', 'karena', 'relate', 'dengan', 'aku', 'dari', 'webinar', 'ini', 'aku', 'tahu', 'bahwa', 'sebenarnya', 'banyak', 'hal', 'yang', 'luput', 'aku', 'perhatikan', 'selama', 'ini', 'mengenai', 'mental', 'health', 'aku', 'ketika', 'bekerja', 'di', 'rumah', 'sekarang', 'aku', 'dapat', 'banyak', 'insight', 'baru', 'yang', 'bisa', 'aku', 'praktekan', 'satu', 'persatu', 'demi', 'menjaga', 'kesehatan', 'mentalku', 'dan', 'menjadi', 'pekerja', 'yang', 'lebih', 'baik', 'lagi', 'kedepannya']",keren banget aplikasinya kenal aplikasi webinar angkat isu mental health wfh suka banget temanya relate webinar luput perhatikan mental health rumah insight praktekan persatu menjaga kesehatan mentalku pekerja kedepannya,keren banget aplikasi kenal aplikasi webinar angkat isu mental health wfh suka banget tema relate webinar luput perhati mental health rumah insight praktek satu jaga sehat mental kerja depan
"sudah download dan mencoba konsultasi tp jaringan menyambungkan terus, padahal disini sinyal full, sudah menulis pesan tp nggk di respon sama dokternya, auto uninstall deh",Negatif,sudah download dan mencoba konsultasi tp jaringan menyambungkan terus padahal disini sinyal full sudah menulis pesan tp nggk di respon sama dokternya auto uninstall deh,sudah download dan mencoba konsultasi tp jaringan menyambungkan terus padahal disini sinyal full sudah menulis pesan tp nggk di respon sama dokternya auto uninstall deh,"['sudah', 'download', 'dan', 'mencoba', 'konsultasi', 'tp', 'jaringan', 'menyambungkan', 'terus', 'padahal', 'disini', 'sinyal', 'full', 'sudah', 'menulis', 'pesan', 'tp', 'nggk', 'di', 'respon', 'sama', 'dokternya', 'auto', 'uninstall', 'deh']",download mencoba konsultasi tp jaringan menyambungkan sinyal full menulis pesan tp nggk respon dokternya auto uninstall deh,download coba konsultasi tp jaring sambung sinyal full tulis pesan tp nggk respon dokter auto uninstall deh
Menjadi mitra dokter umum konsultasi apakah bisa? Syaratnya? Tks,Positif,Menjadi mitra dokter umum konsultasi apakah bisa Syaratnya Tks,menjadi mitra dokter umum konsultasi apakah bisa syaratnya tks,"['menjadi', 'mitra', 'dokter', 'umum', 'konsultasi', 'apakah', 'bisa', 'syaratnya', 'tks']",mitra dokter konsultasi syaratnya tks,mitra dokter konsultasi syarat tks
Kok aplikasinya muter2 Mulu sih di hp saya ðŸ¥ºðŸ™„ðŸ™„ðŸ™„,Negatif,Kok aplikasinya muter Mulu sih di hp saya,kok aplikasinya muter mulu sih di hp saya,"['kok', 'aplikasinya', 'muter', 'mulu', 'sih', 'di', 'hp', 'saya']",aplikasinya muter mulu sih hp,aplikasi muter mulu sih hp
Keren,Positif,Keren,keren,['keren'],keren,keren
"responya cepat.. dokternya juga sangat ramah, penyampaiannya juga sangat jelas.. sangat membantu sekali. trimakasih banyak dok",Positif,responya cepat dokternya juga sangat ramah penyampaiannya juga sangat jelas sangat membantu sekali trimakasih banyak dok,responya cepat dokternya juga sangat ramah penyampaiannya juga sangat jelas sangat membantu sekali trimakasih banyak dok,"['responya', 'cepat', 'dokternya', 'juga', 'sangat', 'ramah', 'penyampaiannya', 'juga', 'sangat', 'jelas', 'sangat', 'membantu', 'sekali', 'trimakasih', 'banyak', 'dok']",responya cepat dokternya ramah penyampaiannya membantu trimakasih dok,responya cepat dokter ramah sampai bantu trimakasih dok
"Udah download, cr menu belanja obat, ga ada pdhl di keterangan nya ada. Auto uninstall",Negatif,Udah download cr menu belanja obat ga ada pdhl di keterangan nya ada Auto uninstall,udah download cr menu belanja obat ga ada pdhl di keterangan nya ada auto uninstall,"['udah', 'download', 'cr', 'menu', 'belanja', 'obat', 'ga', 'ada', 'pdhl', 'di', 'keterangan', 'nya', 'ada', 'auto', 'uninstall']",udah download cr menu belanja obat ga pdhl keterangan nya auto uninstall,udah download cr menu belanja obat ga pdhl terang nya auto uninstall
bagus banget dokternya juga ramah,Positif,bagus banget dokternya juga ramah,bagus banget dokternya juga ramah,"['bagus', 'banget', 'dokternya', 'juga', 'ramah']",bagus banget dokternya ramah,bagus banget dokter ramah
"Tidak bisa mendownload resep, aplikasinya loading muter2 aja",Negatif,Tidak bisa mendownload resep aplikasinya loading muter aja,tidak bisa mendownload resep aplikasinya loading muter aja,"['tidak', 'bisa', 'mendownload', 'resep', 'aplikasinya', 'loading', 'muter', 'aja']",mendownload resep aplikasinya loading muter aja,mendownload resep aplikasi loading muter aja
bagus,Positif,bagus,bagus,['bagus'],bagus,bagus
Cukup puas dengan pelayanan dokter nya.dan rama juga dokter soni hartono nya,Positif,Cukup puas dengan pelayanan dokter nya dan rama juga dokter soni hartono nya,cukup puas dengan pelayanan dokter nya dan rama juga dokter soni hartono nya,"['cukup', 'puas', 'dengan', 'pelayanan', 'dokter', 'nya', 'dan', 'rama', 'juga', 'dokter', 'soni', 'hartono', 'nya']",puas pelayanan dokter nya rama dokter soni hartono nya,puas layan dokter nya rama dokter soni hartono nya
"Aplikasinya sangat bagus, dan bermanfaat buat saya. Cara pakainya mudah dan gak ribet. Kalian wajib download ðŸ˜",Positif,Aplikasinya sangat bagus dan bermanfaat buat saya Cara pakainya mudah dan gak ribet Kalian wajib download,aplikasinya sangat bagus dan bermanfaat buat saya cara pakainya mudah dan gak ribet kalian wajib download,"['aplikasinya', 'sangat', 'bagus', 'dan', 'bermanfaat', 'buat', 'saya', 'cara', 'pakainya', 'mudah', 'dan', 'gak', 'ribet', 'kalian', 'wajib', 'download']",aplikasinya bagus bermanfaat pakainya mudah gak ribet wajib download,aplikasi bagus manfaat pakai mudah gak ribet wajib download
